Last Activity;Account Name;Last Modified Date;Parent Account
;Safaricom - Embu;09-01-2024;Safaricom Limited
;Safaricom - Busia;09-01-2024;Safaricom Limited
;Safaricom - Kisumu Mega;09-01-2024;Safaricom Limited
;Safaricom - Kisumu Jubilee;09-01-2024;Safaricom Limited
;Safaricom - Kisii;09-01-2024;Safaricom Limited
;Safaricom - Kakamega;09-01-2024;Safaricom Limited
;Safaricom - Bungoma;09-01-2024;Safaricom Limited
;Safaricom - Malindi;09-01-2024;Safaricom Limited
;Safaricom - Digo 2;09-01-2024;Safaricom Limited
;Safaricom - Digo;09-01-2024;Safaricom Limited
;Safaricom - Diani;09-01-2024;Safaricom Limited
;Ikea Braga;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;IKEA Matosinhos;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;IKEA Loures;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;IKEA Loulé;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;IKEA de Alfragide;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;IKEA Braga;13-12-2023;IKEA Portugal Moveis e Decoração Lda
;Conforama - Albufeira;18-04-2023;Conforama Portugal - S A
;Farmodisseia - Nova Farmácia de Lisboa;18-02-2021;FARMODISSEIA, LDA
;Iberdrola - Amora;15-12-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Penafiel;19-11-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Valongo;25-08-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Vila Franca de Xira;25-08-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Odivelas;01-07-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Sines;01-07-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Évora;01-07-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Beja;01-07-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Ourém;01-07-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Metropolitano Lisboa Alameda;26-06-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Castelo Branco;13-05-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Algés;25-03-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Bragança;25-03-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Amadora;25-03-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Torres Vedras;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Portalegre;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Setubal;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Areeiro;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Portimão;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Faro;29-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Santarém;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Coimbra;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Chaves;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Leiria;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Vila real;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Guarda;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Paços de Ferreira;22-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Viana do Castelo;19-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Barcelos;19-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Trofa;10-12-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;iberdrola porto;19-11-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - SmartStore;11-10-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Guimarães;11-10-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Cacém;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Braga;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Viseu;11-10-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Santa Maria da Feira;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Laranjeiras;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Vila Nova Gaia;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Aveiro;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Almada;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Moscavide;02-05-2025;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola - Matosinhos_Sistema Inline;14-10-2024;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Faro;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Gondomar;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Iberdrola Maia;26-04-2023;IBERDROLA CLIENTES PORTUGAL, UNIPESSOAL, LDA
;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro E P E - Vila Real;24-10-2023;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro EPE (CHTMAD)
;Centro Hospitalar de Tras-os-Montes e Alto Douro E P E - Chaves;24-10-2023;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro EPE (CHTMAD)
;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro E P E - Lamego;24-10-2023;Konica Minolta - Centro Hospitalar de Tras-os-Montes e Alto Douro EPE (CHTMAD)
;Recheio - Cash & Carry S.A;18-04-2023;Jerónimo Martins, SGPS, S.A.
;Jerónimo Martins - Parafarmácia Telheiras;18-04-2023;Jerónimo Martins, SGPS, S.A.
;Jerónimo Martins - Edificio Jerónimo Martins Campo Grande;18-04-2023;Jerónimo Martins, SGPS, S.A.
;CODE Telheiras;18-04-2023;Jerónimo Martins, SGPS, S.A.
